TIC ID,CTOI,Promoted to TOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,Initial Community Disposition,TFOPWG Disposition,TESS mag,TESS mag error,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Notes,Date Modified,User,Group,Tag
349575563,349575563.01,,,,,,,,,PC,,11.9692,0.006,112.002795,-64.410288,-7.637,0.041,-3.313,0.039,2458325.431,,2.138,,,,0.869,,800,,,,351.11,2.424,5759,123.977,4.36659,0.0800794,1.10194,0.0563442,DTARPS 385 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
349576261,349576261.01,4562.01,,,,,,,,PC,,11.5326,0.006,112.010059,-63.517779,-5.977,0.043,10.433,0.04,2458456.878,0.006,225.1,0.1,4.6,0.3,,,,,13,2,339.605,2.5095,5965.99,109.137,4.28007,0.0724984,1.25231,0.0545578,PHT candidate. Short transit duration suggests high eccentricity.,2020-12-17,eisner,,61211
349582831,349582831.01,5100.01,,,,,,,,PC,,12.4261,0.008,66.934984,33.086274,1.168,0.065,-13.99,0.051,2458816.954,,3.454,,2.222,,14.45,,13220.4,,17.02,,513.756,9.618,6028,131.193,4.2444,0.0795407,1.32264,0.0649296,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94074
349647697,349647697.01,,,,,,,,,PC,,8.6006,0.006,112.155213,-64.63653,2.442,0.049,6.946,0.044,2458326.275,,0.577,,1,,132.956,,115255.678,,48.452,,170.605,0.7835,7266,135.03,4.19995,0.0815405,1.68453,0.0636683,sector1,2019-09-07,lipponen,,5555
349647697,349647697.02,,,,,,,,,PC,,8.6006,0.006,112.155213,-64.63653,2.442,0.049,6.946,0.044,2458326.557,,0.583,,1.067,,4.195,,3856.646,,8.863,,170.605,0.7835,7266,135.03,4.19995,0.0815405,1.68453,0.0636683,sector1,2019-09-07,lipponen,,5555
349789882,349789882.01,,,,,,,,,PC,,11.3908,0.006,113.362847,-62.485985,-7.391,0.168,11.417,0.172,2458319.594,0.003,10.018,0,0.101,0.007,2.22,,2043,,11.29,7.21,619.711,32.4865,6679,138.448,3.97374,0.0980081,2.02663,0.144699,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29519
349793830,349793830.01,,,,,,,,,PC,,9.0875,0.006,143.455091,24.262646,-166.389,0.075,-46.628,0.059,2458874.769,,,,5.592,,0.76,,700,,2.828,,82.0713,0.34445,5470,104.968,4.43983,0.0708005,0.977812,0.0441708,Found with our in-house single transit finder; transit finder output attached under 'Files',2020-10-27,steuer,,36573
349813029,349813029.01,,,,,,,,,PC,,14.123,0.008,283.139035,20.852468,0.157,0.048,-0.829,0.054,2459013.599,0.004,7.738,0.003,3.771,0.285,40.371,20.318,36500,18540,17.99,4.57,693.187,17.4645,5485,124,4.48378,,0.929561,,"Qual:A,CM,7.2e+08yr. Rp=(0.84-2.38)Rj. b=0.00-0.72 (3-97HDI).",2022-02-19,bouma,tfopwg,108227
349832804,349832804.01,,,,,,,,,PC,,13.7025,0.006,113.6442,-64.924974,-5.688,0.035,35.952,0.031,2458335.291,0.001,1.041,0,0.589,,11.131,0.543,10200,500,,,456.663,3.125,5226,122,4.60504,,0.778413,,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.",2019-04-23,feinstein,,3348
349904891,349904891.01,,,,,,,,,PC,,11.9383,0.006,113.87247,-60.917503,-1.135,0.046,5.663,0.044,2458324.964,0.009,5.725,0,0.441,0.014,3.774,,3470,,18.553,4.172,845.304,15.7255,7012,131.115,3.95617,0.0891716,2.16128,0.0922213,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421450
349972412,349972412.01,4504.01,,,,,,,,PC,,12.5542,0.006,114.467307,-62.078278,-8.658,0.026,-8.319,0.03,2458401.398,0.005,81.835,0.006,,,9.487,1.086,8700,1000,,,342.605,1.707,5271,130.36,4.42694,0.0814877,0.960919,0.0548341,Warm Jupiter,2020-10-02,brahm,tfopwg,36188
350190639,350190639.01,,,,,,,,,PC,,11.794,0.019,355.046448,-62.407752,,,,,2458328.245,,1.864,,1.767,,3343.813,,954029.988,,,,,,,,,,,,sector1,2019-05-25,lipponen,,3787
350274116,350274116.01,,,,,,,,,PC,,8.9027,0.006,356.749815,-64.8165,-104.894,0.043,-3.019,0.042,2458343.8,0.029,,,5.07,1.62,1.655,0.007,1522.86,6.13,5,0.01,111.807,0.3405,6208,132.225,4.37588,0.0850478,1.17183,0.0522362,Found with our in-house single transit finder,2021-06-16,steuer,,97777
350274840,350274840.01,,,,,,,,,PC,,11.6821,0.006,83.367781,-58.737641,1.395,0.058,-7.742,0.069,2459037.092,0.05,1.6,0.05,3,2,,,,,4.9,,514.13,7.2705,6241.38,116.945,4.13696,0.0823811,1.55578,0.0708542,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022,2022-12-09,taaki,,422808
350335633,350335633.01,,,,,,,,,PC,,13.0502,0.006,84.364672,-59.022518,4.568,0.022,4.785,0.026,2458326.926,,2.389,,3.614,,3.29,,3025.5,,8.967,,969.308,11.328,6396,123,4.19723,,1.49288,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94075
350432166,350432166.01,,,,,,,,,PC,,11.2822,0.006,84.885928,-59.005736,-1.453,0.04,7.097,0.043,2458315.452,0.008,35.786,0.001,0.307,0.013,1.522,,1401,,7.69,1.91,511.417,5.263,6218.93,128.887,3.95843,0.0873323,1.90288,0.0925125,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29511
350479101,350479101.01,,,,,,,,,PC,,9.2823,0.006,85.794484,-59.144732,2.056,0.043,2.664,0.045,2458336.81,,,,4.433,,3701.024,,966918.107,,37.093,,230.356,1.1585,6662.6,122.034,4.05219,0.0890496,1.8516,0.0828139,sector1,2019-05-25,lipponen,,3787
350479101,350479101.02,,,,,,,,,PC,,9.2823,0.006,85.794484,-59.144732,2.056,0.043,2.664,0.045,2458330.783,,11.923,,4.4,,3532.215,,961353.173,,40.091,,230.356,1.1585,6662.6,122.034,4.05219,0.0890496,1.8516,0.0828139,sector1,2019-05-25,lipponen,,3787
350480660,350480660.01,,,,,,,,,PC,,11.3075,0.006,85.964474,-57.163409,2.956,0.041,21.555,0.04,2459038.07,,4.463,0.015,3.339,,28.885,,26253.28,,,,325.143,2.001,6100.75,111.381,4.32651,0.0810653,1.21935,0.0519046,Vetted with DAVE,2020-10-07,rao,,36276
350517548,350517548.01,,,,,,,,,PC,,12.0077,0.006,177.620052,7.551014,-3.529,0.08,-58.892,0.052,2459569.972,0.04,,,5.867,2.163,8.141,1.043,7470,960,7.486,0.467,132.616,0.989,4111.79,130.521,4.44878,0.114207,0.792663,0.0797713,Found with our in-house single transit finder; Sector 46,2022-02-04,vogl,,107730
350814622,350814622.01,6089.01,,,,,,,,PC,,11.7266,0.006,285.615449,50.135771,6.003,0.039,4.672,0.043,2458684.495,,3.213,,4.296,,0.636,,585.585,,,,487.916,5.8295,5772,103.434,4.04527,0.070765,1.59521,0.068191,Kepler confirmed planet KOI-7.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep),2020-07-14,wilson,,28551
350844139,350844139.01,,,,,,,,,PC,,12.2112,0.006,90.030008,-57.323357,-10.145,0.087,0.029,0.082,2458335.527,0.003,0.571,0,0.311,,4.134,0.217,3800,200,,,573.83,14.8115,6661,133.189,4.40916,0.0875641,1.22325,0.0580402,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.",2019-04-23,feinstein,,3345
350930938,350930938.01,,,,,,,,,PC,,13.1637,0.006,90.669737,-54.83633,0.84,0.033,3.18,0.031,2458335.527,0.003,2.649,0.001,3.809,,28.268,0.978,25700,900,,,1082.12,17.96,6207,122,4.06357,,1.6789,,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152.",2019-04-23,feinstein,,3346
351189201,351189201.01,,,,,,,,,PC,,11.5435,0.008,296.622155,48.266372,-14.394,0.038,3.855,0.036,2458682.983,0.004,0.695,0,0.055,0.013,0.589,,542,,3.503,1.326,553.173,6.179,6566,129.421,4.14757,0.0859495,1.62936,0.0690453,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421125
351202190,351202190.01,,,,,,,,,PC,,11.1829,0.006,310.782715,40.311593,11.806,0.046,-8.172,0.051,2458710.923,0.01,1.54,0.001,0.151,0.016,1.033,,951,,4.414,0.581,376.959,3.992,6401,188.033,4.26412,0.0896334,1.38438,0.0623115,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421020
351599985,351599985.01,,,,,,,,,PC,,12.1285,0.006,254.146881,22.569607,-23.64,0.031,-29.48,0.036,2458983.063,0.01,1.343,0.001,0.071,0.012,2.163,,1990,,4.369,1.162,245.173,1.4785,5031.15,111.97,4.48057,0.0850044,0.871192,0.0540302,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420837
351801055,351801055.01,,,,,,,,,PC,,11.7621,0.01,280.359606,42.609539,-7.209,0.034,-3.853,0.034,2458675.728,0.005,9.583,0,0.159,0.019,1.557,,1433,,7.242,1.528,570.244,5.9085,6018,134.126,4.00875,0.0780476,1.72712,0.0797489,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421057
352179145,352179145.01,,,,,,,,,PC,,7.543,0.006,4.279792,40.948657,567.365,0.069,83.564,0.031,2458763.956,0.007,1.32,0.001,0.102,0.013,1.522,,1401,,2.569,0.486,14.6921,0.0123,4017,122.488,4.53119,0.11485,0.713032,0.070412,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421028
352298532,352298532.01,,,,,,,,,PC,,12.0893,0.007,15.040166,41.91064,29.933,0.069,-6.891,0.055,2458763.377,0.004,3.846,0.001,0.107,0.017,1.336,,1230,,4.365,1.188,464.728,7.8565,6244.64,109.233,4.41155,0.0803677,1.13409,0.0497487,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421048
352546989,352546989.01,,,,,,,,,PC,,11.7451,0.016,306.339761,59.965648,-4.661,0.045,4.354,0.044,2458708.555,0.012,3.829,0.001,0.15,0.018,1.117,,1028,,6.822,1.874,644.542,9.601,6169,150.753,3.86652,0.0841769,2.09756,0.097784,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421224
352820295,352820295.01,,,,,,,,,PC,,11.8894,0.01,308.577878,60.972087,-1.621,0.05,-4.56,0.045,2458708.685,0.004,2.897,0,0.076,0.009,1.495,,1376,,18.358,1.462,745.611,12.518,6511,135.335,3.81959,0.0907559,2.35933,0.108694,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421232
352915304,352915304.01,,,,,,,,,PC,,10.9457,0.006,313.796231,62.776,64.9,0.053,151.99,0.049,2458979.995,0.005,3.493,0.001,6.311,,1.543,0.054,1420,50,2.954,0.052,113.268,0.268,4906,128.996,4.63066,0.0918669,0.717898,0.0478342,"very good, reliable signal.",2020-07-01,deen,,19874
353077789,353077789.01,,,,,,,,,PC,,10.8163,0.011,22.362061,68.385364,-2.665,0.059,-1.648,0.059,2458812.498,,1.84,,,,0.001,,0.948,,,,649.113,17.488,9372,205.068,3.99192,0.0676148,2.57848,0.0909348,Short scale periodic object. 10 possible transits observed,2022-08-02,vanes,,418153
353586703,353586703.01,6398.01,,,,,,,,PC,,12.1953,0.007,96.518294,39.794575,-2.866,0.082,0.484,0.075,2458840.991,0.001,3.004,0,0.062,0.003,8.793,,8066,,26.527,1.659,502.17,10.247,6405,122.86,4.40885,0.0916999,1.17464,0.0553567,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421016
353838733,353838733.01,,,,,,,,,PC,,11.5516,0.006,67.053893,41.573312,1.781,0.13,0.71,0.093,2458814.457,0.011,1.728,0.001,0.125,0.021,0.856,,788,,5.528,1.943,464.557,13.2825,6491.93,101.228,4.135,0.0921851,1.63355,0.0952135,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421038
353875094,353875094.01,,,,,,,,,PC,,13.4221,0.007,271.292941,59.753078,-6.729,0.038,64.836,0.043,2458678.815,0.007,5.423,0,0.092,0.008,1.925,,1771,,2.329,0.163,150.019,0.432,3672,157,4.69649,0.00956558,0.547047,0.0162518,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421222
353893493,353893493.01,6310.01,,,,,,,,PC,,11.8443,0.006,37.761117,25.41329,78.807,0.07,-22.207,0.064,2459450.495,,3.353,,2.31,,1.845,,1698,,3.237,,96.6459,0.37705,3896.76,105.038,4.50848,0.114519,0.71428,0.0702814,"ctoi Tess-Spoc sec 42-43, Triceratops vetting attached - FPP=0.005",2023-03-31,rrodrigues,,427423
353960022,353960022.01,6051.01,,,,,,,,PC,,13.4593,0.023,62.377542,47.556648,-0.476,0.049,-2.101,0.036,2458819.195,,3.921,,4.43,,19.738,,18015,,21.58,,915.507,23.8425,6574.32,207.97,4.23875,,1.47238,,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.,2021-02-08,olmschenk,,94076
353997059,353997059.01,,,,,,,,,PC,,8.1576,0.006,88.223804,39.193541,53.913,0.083,-105.585,0.065,2458815.53,0.009,1.144,0.001,0.083,0.011,1.018,,937,,4.427,0.448,55.4917,0.17745,5604,125.764,4.46295,0.0757405,0.966889,0.049206,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421007
354173595,354173595.01,5974.01,,,,,,,,PC,,10.8221,0.007,349.765951,7.915601,133.24,0.11,-126.397,0.114,2459826.051,0.002,1.727,0,1.4,0.5,1.152,0.145,1060.8,133.9,1.3,0.5,25.6553,0.0382,3487,157,4.85306,0.00144223,0.371684,0.0111082,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html,2022-10-25,wzhou,,421740
354400422,354400422.01,,,,,,,,,PC,,11.7912,0.007,27.86278,48.129344,10.478,0.086,-5.001,0.118,2458790.138,0.003,1.47,0,0.151,0.01,2.499,,2299,,7.994,2.944,591.906,21.191,6310,126.687,4.05929,0.0886241,1.72226,0.101256,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421122
354478181,354478181.01,,,,,,,,,PC,,10.0961,0.006,358.154328,37.214305,-3.203,0.043,-8.287,0.037,2458762.631,0.01,2.638,0.002,0.152,0.02,0.419,,386,,9.01,3.239,403.277,6.4245,4916,122,,,3.96227,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421443
354518617,354518617.01,2540.01,,,,,,,,PC,,8.2731,0.006,82.558548,-42.697946,33.698,0.048,-143.698,0.053,2458480.944,0.001,12.719,0,2.888,0.043,1.103,0.04,1015.171,36.401,3.478,0.063,19.1419,0.0111,4023,125.035,4.5969,0.120543,0.661076,0.0674925,"3 transits observed in total, 2 in Sector 33 and 1 in Sector 6",2021-02-14,zhou,,94376
354518617,354518617.02,2540.02,,,,,,,,PC,,8.2731,0.006,82.558548,-42.697946,33.698,0.048,-143.698,0.053,2458472.355,0.001,22.751,0,3.255,0.042,1.108,0.042,1020.146,38.381,3.487,0.066,19.1419,0.0111,4023,125.035,4.5969,0.120543,0.661076,0.0674925,"2 Transits seen, 1 in Sector 6 and 1 in Sector 33. Other period aliases are possible, P=22.75 is the most likely alias.",2021-02-14,zhou,,94377
354834460,354834460.01,,,,,,,,,PC,,11.7861,0.027,38.798662,68.155415,-12.907,0.034,6.562,0.043,2458789.72,0.004,1.213,0,0.14,0.01,1.158,,1066,,6.939,2.056,512.219,8.038,5871,201.128,3.83802,0.0835282,2.05435,0.105136,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421308
354834950,354834950.01,,,,,,,,,PC,,11.4911,0.006,38.912981,67.866323,6.713,0.035,-9.573,0.042,2458787.438,0.018,10.248,0.001,0.431,0.043,1.282,,1180,,11.624,3.635,541.949,8.301,5728,482.151,3.66205,0.124357,2.47022,0.133299,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421305
354846183,354846183.01,,,,,,,,,PC,,10.4547,0.006,300.559621,-39.506572,-16.049,0.066,-4.506,0.042,2458044.552,,,,7.272,,3.088,,2840,,14.6,,445.903,7.7775,6002,131.598,3.68023,0.0791407,2.52105,0.122563,Found with our in-house single transit finder; transit finder output attached under 'Files'; Very large radius,2020-09-30,steuer,,36158
355070187,355070187.01,,,,,,,,,PC,,12.0833,0.006,70.95691,53.726313,7.956,0.055,-21.39,0.052,2458815.67,0.005,0.839,0,0.056,0.008,0.982,,904,,3.806,1.097,416.012,7.102,6158.8,137.972,4.37032,0.112145,1.17042,0.108271,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421184
355446093,355446093.01,2314.01,,,,,,,,PC,,11.7493,0.006,350.869745,-52.175942,-13.688,0.034,-3.248,0.038,2458313.977,0.002,15.944,,0.161,0.01,4.031,,3706,,9.98,1.87,540.268,9.0505,6140,129.969,4.12168,0.0859476,1.55033,0.0736382,"new CTOI, Montalto et al. (2020)",2020-08-10,montalto,,29496
355601117,355601117.01,,,,,,,,,PC,,11.2088,0.006,357.668555,-57.505976,2.075,0.04,-1.284,0.045,2458326.544,,4.157,,4.367,,5413.978,,993170.185,,22.986,,585.057,10.1175,5831,135.46,3.71435,0.0795714,2.35751,0.126985,sector1,2019-05-25,lipponen,,3787
355601117,355601117.02,,,,,,,,,PC,,11.2088,0.006,357.668555,-57.505976,2.075,0.04,-1.284,0.045,2458328.63,,4.15,,5.2,,3381.459,,955596.598,,58.609,,585.057,10.1175,5831,135.46,3.71435,0.0795714,2.35751,0.126985,sector1,2019-05-25,lipponen,,3787
355640518,355640518.01,6055.01,,,,,,,,PC,,14.4907,0.007,79.929125,48.135896,7.656,0.113,-41.495,0.103,2458817.088,0.001,0.85,0,1.328,0.094,80.814,50.901,71730,45800,20.21,6.45,229.367,3.6485,3493,122,4.432,,0.679269,,"Qual:B,PMS?,2.1e+07yr. Wrn: mean(R)=1.062. Rp=(0.73-2.81)Rj. b=0.00-0.89 (3-97HDI).",2022-02-19,bouma,tfopwg,108227
355828331,355828331.01,,,,,,,,,PC,,12.4665,0.007,151.898081,64.193618,20.656,0.03,-33.808,0.035,2458681.694,0.004,5.903,0,0.092,0.012,2.325,,2139,,2.892,0.481,113.453,0.3305,3764,157,4.64968,0.0107934,0.601811,0.0178074,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421256
355867695,355867695.03,1260.03,,,,,,,,PC,,10.8116,0.006,157.144071,65.854199,-177.236,0.037,-81.772,0.044,2458879.319,,,,3.667,,1.739,,1600,,,,73.5977,0.1604,4225,135.544,4.5756,0.1122,0.693431,0.0690804,"Potential monotransit, P > 18 days",2020-03-15,holstkristiansen,,18099
355881602,355881602.01,,,,,,,,,PC,,12.0518,0.007,138.146731,-53.531653,-35.775,0.044,50.959,0.045,2459302.925,0.003,,,4.2,0.2,8.579,0.869,7870,800,5.1,0.3,77.0909,0.13555,3736,157,4.71367,0.00911764,0.527221,0.0157736,PHT candidate. Single transit event.,2021-10-14,eisner,,100853
355895977,355895977.01,,,,,,,,,PC,,11.7085,0.006,190.769321,61.601738,-14.233,0.044,-40.079,0.038,,,10.579,0.005,4.5,1,0.978,0.109,900,100,,,190.991,0.9045,5164,121.718,4.61221,0.0840312,0.765045,0.0448845,potential hot sub-Neptune around dwarf star,2021-01-26,grunblatt,,93699
355957709,355957709.01,,,,,,,,,PC,,12.1783,0.007,256.513271,22.576624,-30.409,0.029,-13.241,0.036,2458977.308,0.005,6.639,0.002,0.124,0.017,1.939,,1784,,2.524,0.579,93.466,0.1955,3758,157,4.66983,0.0102688,0.578083,0.0170999,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420838
356015361,356015361.01,,,,,,,,,PC,,9.90455,0.006,254.250273,68.589985,5.313,0.036,29.946,0.047,2458770.45,,11.272,0.143,3.788,,3.511,,3228.821,,11.749,,226.631,1.119,5570,124.702,3.91192,0.0757513,1.81699,0.0901958,Found with our in-house transit finder; boxfitting and transit finder output attached under 'Files',2020-02-28,steuer,,16912
356240333,356240333.01,,,,,,,,,PC,,9.8546,0.006,267.606871,50.187595,-77.037,0.171,-36.7,0.183,2459029.586,,0,,9.744,,0.456,,420,,1.898,,98.1489,0.8272,5370,125.627,4.55033,0.0829594,0.847441,0.0471407,Found with our in-house single transit finder; transit finder output attached under 'Files',2020-08-25,steuer,,33602
356307721,356307721.01,,,,,,,,,PC,,10.3644,0.008,267.805667,50.105799,-10.432,0.047,10.403,0.047,2458672.244,0.037,13.001,0.002,0.419,0.039,0.475,,437,,10.585,2.823,497.974,5.38,4997,122,,,4.03649,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421147
356317860,356317860.01,,,,,,,,,PC,,12.2963,0.007,260.850324,22.643629,-1.814,0.025,-14.217,0.036,2458983.626,0.01,0.556,0,0.137,0.018,0.955,,879,,4.052,1.304,509.331,5.7825,5907,124.912,4.28085,0.0766348,1.23966,0.0577286,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420839
356338868,356338868.01,,,,,,,,,PC,,11.3956,0.008,268.301655,49.054744,-1.813,0.033,-3.769,0.038,2458683.355,0.004,6.279,0,0.27,0.011,0.875,,806,,5.858,1.241,549.46,5.2285,6005,132.539,3.887,0.0783509,1.987,0.0946583,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421135
356355042,356355042.01,,,,,,,,,PC,,11.7131,0.007,261.889091,22.322044,2.244,0.023,-9.712,0.036,2458982.643,0.011,3.064,0.001,0.069,0.01,1.622,,1493,,6.938,3.107,458.099,4.4595,5774,124.965,4.09333,0.0768294,1.50935,0.0735679,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420833
356435413,356435413.01,,,,,,,,,PC,,10.9359,0.006,262.7756,22.094611,8.255,0.037,24.337,0.054,2458956.771,0.001,27.48,,0.118,0.003,15.393,,14077,,15.809,1.015,307.573,3.116,6317,131.267,4.3401,0.0869112,1.24851,0.0585729,"new CTOI, Montalto (2022)",2022-10-20,montalto,,420832
356451765,356451765.01,,,,,,,,,PC,,12.5147,0.006,134.291863,-62.325179,-4.048,0.035,7.734,0.032,2458546.47,,3.36,,,,0.003,,2.47,,,,450.941,3.3415,6168,134.475,4.49594,0.0803033,1.01626,0.0468995,All info obtained using the LightKurve framework,2021-01-10,chiarello,,93112
356632361,356632361.01,,,,,,,,,PC,,10.4776,0.006,232.313929,64.926867,-29.087,0.06,51.785,0.055,2458683.424,,2.611,,,,,,,,8.722,,202.809,1.0075,6039,120.85,4.4242,0.0774444,1.07629,0.0494472,https://github.com/deerow22/EscapeEarth/blob/main/project-EE/TICID_356632361.ipynb,2021-09-01,rowland,,99615
356642879,356642879.01,,,,,,,,,PC,,12.2351,0.006,78.095819,54.509472,3.592,0.064,-6.01,0.06,2458815.736,0.006,0.586,0,0.093,0.008,1.48,,1362,,4.352,1.242,419.811,6.668,6032.59,109.552,4.34316,0.0808304,1.17996,0.0721885,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421455
356683700,356683700.01,,,,,,,,,PC,,8.548801,0.007,174.615813,77.465177,-13.995,0.092,10.257,0.06,2458673.803,0.009,14.063,0.001,0.175,0.015,0.351,,323,,7.251,1.257,293.836,2.9675,6582,120.441,3.51906,0.0851317,3.37183,0.148128,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421382
356700488,356700488.01,2098.01,,,,,,,,PC,,8.20773,0.006,254.455649,68.699581,13.667,0.06,-20.542,0.077,2458756.65,,0,,9,2,0.434,0.109,400,100,3,1,148.944,0.669,7788,126.105,4.32577,0.074527,1.54578,0.0435377,Planet Hunters TESS candidate. Single transit event.,2020-03-06,eisner,tfopwg,17974
356710041,356710041.01,2065.01,,,,,,,,PC,,9.0024,0.007,192.577265,26.159536,12.582,0.055,2.659,0.039,2458932.29,0.05,0,,12,,2.718,0.543,2500,500,10,2,234.294,2.1745,5701.43,118.15,3.56597,0.0743608,2.75645,0.13196,Planet Hunters TESS candidate. Single transit event.,2020-06-22,eisner,,19752
356862855,356862855.01,,,,,,,,,PC,,12.2933,0.007,275.545718,67.245316,-3.38,0.038,-15.365,0.039,2458680.757,0.011,3.145,0,0.114,0.016,0.691,,636,,4.922,0.383,551.308,5.93,5621,135.212,4.10526,0.0791429,1.46691,0.0813617,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421295
356868485,356868485.01,,,,,,,,,PC,,11.3073,0.008,275.82326,69.863323,4.826,0.043,27.211,0.05,2459441.776,0.012,,,9,0.641,10.024,0.413,9190,380,12.656,0.259,343.115,2.8885,6218,131.508,4.35311,0.0853621,1.20801,0.056392,Found with our in-house single transit finder; Sector 41,2021-10-04,vogl,,100310
356919658,356919658.01,1863.01,,,,,,,,PC,,11.2542,0.007,273.580728,57.992976,-4.935,0.036,20.049,0.048,2458683.93,,1.426,,2.07,,1.538,,1416,,5.42,,383.432,3.0235,6404,125.891,4.3079,0.0823967,1.31941,0.0594573,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE,2020-04-01,kruse,,18582
356973763,356973763.01,,,,,,,,,PC,,11.609,0.031,314.406518,44.579837,-4.376,0.047,-6.9,0.047,2458720.5,0.241,10.025,0.241,4.8,1.1,11.902,,10902,,30.3,19.7,838.257,18.7445,9305,421.659,3.94997,0.0784431,2.69468,0.0989448,"new CTOI likely member of NGC 6997, PATHOS-70 in Nardiello et al. (2021)",2021-09-07,nardiello,,99722
357026773,357026773.01,,,,,,,,,PC,,10.0181,0.006,135.838265,-65.590538,51.094,0.044,5.079,0.04,2458361.055,,1.486,,,,1.086,,1000,,,,111.177,0.3095,5542,129.243,4.56419,0.0749326,0.856158,0.0431155,DTARPS 389 in Melton+  arXiv:2302.06724,2023-03-01,feigelson,,426909
357033670,357033670.01,,,,,,,,,PC,,11.5612,0.006,274.099459,55.55383,-1.7,4.2,-1.3,4.3,2458783.975,0.005,,,7.8,,14.834,7.187,13570,6598,15.745,,419.316,,6170.26,,,,1.23964,,single transit event from the TSTPC working group,2022-04-28,dragomir,tfopwg,415368
357044866,357044866.01,,,,,,,,,PC,,14.3516,0.007,274.355225,56.652399,-5.676,0.06,-4.87,0.055,2458671.441,0.002,12.048,0,0.1,0,15.912,,14549,,12.157,2.236,394.437,4.072,3970,122,4.35184,,0.869578,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421540
357094314,357094314.01,,,,,,,,,PC,,14.5685,0.02,314.316171,47.464385,5.686,0.058,8.372,0.05,2458714.072,0.004,4.479,0.002,3.798,0.318,70.848,54.081,63170,48590,21.07,8.1,562.611,10.6815,5135,122,4.65304,,0.728237,,"Qual:B,CM,1.4e+09yr,MissingRot?. Wrn: mean(R)=1.013. Rp=(0.78-3.40)Rj. b=0.00-1.00 (3-97HDI).",2022-02-19,bouma,tfopwg,108227
357183567,357183567.01,,,,,,,,,PC,,12.0754,0.007,172.008926,72.686524,9.898,0.042,-3.041,0.033,2458678.932,0.012,14.767,0.001,0.256,0.019,1.715,,1578,,11.636,1.145,782.043,13.2755,5126,122,,,2.7172,,"new CTOI, Montalto (2022)",2022-10-20,montalto,,421340
