TIC,CTOI,Period (days),Transit Epoch (BJD),Notes
288405412,288405412.01,3.145,2458685.921,From 5 Cycle 2 SPOC sectors; low s2n
288512113,288512113.01,3.471,2458737.474,"new CTOI, Montalto (2022)"
288800710,288800710.01,3.061,2458814.744,"new CTOI, Montalto (2022)"
288953213,288953213.01,2.234,2458813.875,"new CTOI, Montalto (2022)"
288982337,288982337.01,0.628,2458842.096,"new CTOI, Montalto (2022)"
289078206,289078206.01,2.18,2458683.127,"new CTOI, Montalto (2022)"
289163854,289163854.01,1.766,2458681.777,"new CTOI, Montalto (2022)"
289371153,289371153.01,3.456,2458680.403,"new CTOI, Montalto (2022)"
289382659,289382659.01,9.28,2458813.655,"new CTOI, Montalto (2022)"
289457941,289457941.01,5.721,2458678.888,"new CTOI, Montalto (2022)"
289505441,289505441.01,9.822,2458678.664,"new CTOI, Montalto (2022)"
289542816,289542816.01,2.754,2458518.081,"new CTOI, Montalto (2022)"
289568596,289568596.01,15.948,2458811.164,"new CTOI, Montalto (2022)"
289584752,289584752.01,2.153,2458815.747,"new CTOI, Montalto (2022)"
289624436,289624436.01,nan,2459093.72,single transit (nominal period: 20 days)
289679597,289679597.01,0.743,2458683.109,"new CTOI, Montalto (2022)"
289718679,289718679.01,nan,2459633.276,PHT candidate. Single transit event.
289772905,289772905.01,17.81,2458707.593,"new CTOI, Montalto (2022)"
289910047,289910047.01,2.103,2458815.183,"new CTOI, Montalto (2022)"
289947860,289947860.01,8.29,2458819.82,"Camera 3, CCD 2, Column 1392, Row 541, Sector 19, Uncertain Orbital period"
290048573,290048573.01,1.483,2458326.66,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
290403522,290403522.01,22.375,2458346.564,"Warm Jupiter candidate around rapid rotator, expected high eccentricity given the transit duration and stellar density"
290557229,290557229.01,1.808,2458469.847,DTARPS 320 in Melton+  arXiv:2302.06724
290596726,290596726.01,nan,2459044.251,Found with our in-house single transit finder; transit finder output attached under 'Files'
290596728,290596728.01,nan,2459044.217,Found with our in-house single transit finder; transit finder output attached under 'Files'
290686569,290686569.01,nan,2459427.316,Found with our in-house single transit finder; Sector 41
290777444,290777444.01,6.108,2458320.446,"new CTOI, Montalto et al. (2020)"
291639913,291639913.01,3.53,2458738.173,"new CTOI, Montalto (2022)"
292319626,292319626.01,1.924,2458789.142,"new CTOI, Montalto (2022)"
292777663,292777663.01,4.603,2458622.408,"new CTOI, Montalto et al. (2020)"
293143386,293143386.01,0.703,2458413.026,"new CTOI, Montalto (2022)"
293187375,293187375.01,4.654,2458787.366,"new CTOI, Montalto (2022)"
293566396,293566396.01,0.464,2458815.634,"new CTOI, Montalto (2022)"
293579773,293579773.01,5.784,2458622.651,"new CTOI, Montalto (2022)"
293631908,293631908.01,1.148,2458869.382,"new CTOI, Montalto (2022)"
293649602,293649602.01,0.0,2458511.2,PHT candidate. Single transit event.
293845053,293845053.01,nan,2459259.659,Found with our in-house single transit finder
293855630,293855630.01,1.277,2458356.349,DTARPS 323 in Melton+  arXiv:2302.06724
293893405,293893405.01,nan,2459184.343,Found with our in-house single transit finder; Sector 32
293991511,293991511.01,5.61,2458470.09,"Camera 1, CCD 4, Column 1402, Row 243, Sector 6"
294194145,294194145.01,3.656,2458625.516,"new CTOI, Montalto et al. (2020)"
294216479,294216479.01,nan,2459219.643,Found with our in-house single transit finder
294501647,294501647.01,nan,2459237.255,Found with our in-house single transit finder
294765664,294765664.01,1.789,2458574.411,DTARPS 326 in Melton+  arXiv:2302.06724
295176393,295176393.01,27.252,2458602.848,"new CTOI, Montalto et al. (2020)"
296354161,296354161.01,6.007,2458496.001,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
296859112,296859112.01,nan,2458548.505,Found with our in-house single transit finder
296863792,296863792.01,14.616,2459283.028,newCTOI
297021046,297021046.01,5.994,2458538.484,"new CTOI, Montalto (2022)"
297901049,297901049.01,2.085,2458982.505,"new CTOI, Montalto (2022)"
298071018,298071018.01,9.683,2458678.625,"new CTOI, Montalto (2022)"
298077526,298077526.01,1.921,2458571.938,"Cand HJ, Theia 1242. Cluster maybe nonexistent. Hot star."
298292983,298292983.01,1.282,2458701.051,"new CTOI likely member of NGC 6940, PATHOS-63 in Nardiello et al. (2021)"
298659608,298659608.01,1.727,2458711.262,"new CTOI, Montalto (2022)"
298733630,298733630.01,2.692,2458682.4,"new CTOI, Montalto (2022)"
298830630,298830630.01,0.704,2458682.972,"new CTOI, Montalto (2022)"
299176845,299176845.01,5.261,2458380.505,"new CTOI, Montalto (2022)"
299739645,299739645.01,nan,2458513.013,Found with our in-house single transit finder
300013489,300013489.01,5.22,2459040.63,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
300116105,300116105.01,2.077,2458467.619,"new CTOI, Montalto et al. (2020)"
300142607,300142607.01,1.197,2458469.618,DTARPS 331 in Melton+  arXiv:2302.06724
300324610,300324610.01,1.321,2458413.368,DTARPS 332 in Melton+  arXiv:2302.06724
300362600,300362600.01,11.656,2458602.169,"new CTOI likely member of NGC 5316     , PATHOS-19 in Nardiello et al. (2020)"
300448520,300448520.01,3.4,2458659.162,DTARPS 333 in Melton+  arXiv:2302.06724
301558096,301558096.01,nan,2459162.68,Found with our in-house single transit finder; Sector 31
301980639,301980639.01,4.783,2458326.94,sector1
302038293,302038293.01,1.547,2458657.912,DTARPS 337 in Melton+  arXiv:2302.06724
302040469,302040469.01,1.357,2460014.465,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
302173245,302173245.01,2.754,2458762.255,"new CTOI, Montalto (2022)"
302186856,302186856.01,2.111,2458790.077,"new CTOI, Montalto (2022)"
302212110,302212110.01,8.548,2458354.767,"new CTOI, Montalto et al. (2020)"
302453291,302453291.01,4.477,2458321.283,"new CTOI, Montalto (2022)"
302849206,302849206.01,0.681,2458842.145,"new CTOI, Montalto (2022)"
303050301,303050301.01,0.0,2458366.12,PHT candidate. Single transit event.
303682623,303682623.01,0.681,2458437.836,"new CTOI, Montalto et al. (2020)"
305062358,305062358.01,3.397,2458708.038,"new CTOI, Montalto (2022)"
305635594,305635594.01,1.213,2458738.243,"new CTOI, Montalto (2022)"
305725494,305725494.01,14.808,2458707.659,"new CTOI, Montalto (2022)"
306303056,306303056.01,3.637,2458842.293,"new CTOI, Montalto (2022)"
306449303,306449303.01,3.201,2459448.743,newCTOI
306580215,306580215.01,1.749,2458571.224,DTARPS 343 in Melton+  arXiv:2302.06724
306603225,306603225.01,0.921,2458571.641,DTARPS 344 in Melton+  arXiv:2302.06724
306634482,306634482.01,4.062,2458438.763,DTARPS 345 in Melton+  arXiv:2302.06724
306931668,306931668.01,7.27,2458354.21,All data obtained using the LightKurve framework
307085007,307085007.01,19.272,2458582.905,vetted w/ DAVE (https://arxiv.org/abs/1901.07459)
307210830,307210830.04,1.048,2460041.804,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
307290645,307290645.01,7.785,2458387.535,DTARPS 347 in Melton+  arXiv:2302.06724
307571751,307571751.01,1.303,2458355.71,"new CTOI, Montalto et al. (2020)"
307732375,307732375.01,2.121,2458466.298,"new CTOI, Montalto (2022)"
307767243,307767243.01,3.706,2458491.349,"new CTOI, Montalto (2022)"
307788096,307788096.01,7.046,2458384.285,DTARPS 348 in Melton+  arXiv:2302.06724
307943975,307943975.01,1.496,2458356.495,DTARPS 349 in Melton+  arXiv:2302.06724
307952444,307952444.01,5.027,2458870.428,"new CTOI, Montalto (2022)"
308089071,308089071.01,5.5,2458958.63,"camera 2, ccd 4, column 1926, row 1991, sector 24"
308211363,308211363.01,nan,2458580.389,WINE single transit
308538095,308538095.01,11.693,2458502.143,"Cand WJ, NGC 2516 member (CG18). DR2 RV tension w/ Soubiran+19 RV, at low significance (need RVs). (CDIPS; Bouma+19)"
308605531,308605531.01,0.423,2458790.492,"new CTOI, Montalto (2022)"
308617923,308617923.01,1.331,2458790.21,"new CTOI, Montalto (2022)"
308739770,308739770.01,2.564,2458516.808,"new CTOI, Montalto (2022)"
309133240,309133240.01,3.385,2458788.58,"new CTOI, Montalto (2022)"
309234222,309234222.01,1.567,2458789.149,"new CTOI, Montalto (2022)"
309234923,309234923.01,21.255,2458789.251,"new CTOI, Montalto (2022)"
309902656,309902656.01,2.714,2458326.87,DTARPS 351 in Melton+  arXiv:2302.06724
310155291,310155291.01,nan,2458830.948,single transit event from the TSTPC working group
310162619,310162619.01,3.84,2458816.27,All data are obtained using the LightKurve Framework
310306283,310306283.01,4.181,2458518.988,DTARPS 352 in Melton+  arXiv:2302.06724
310355207,310355207.01,4.575,2458626.256,"Hot Jup or Nept, Theia 597 (KC19); cluster existence dubious."
310783184,310783184.01,2.301,2458681.93,"new CTOI, Montalto (2022)"
310862872,310862872.01,4.89,2458819.52,"camera 1, ccd 1, column 952, row 201, sector 19"
311086350,311086350.01,3.807,2458355.637,"new CTOI, Montalto (2022)"
311233661,311233661.01,7.41,2458686.724,From 11 Cycle 2 SPOC sectors; low SNR
311236477,311236477.01,3.133,2458684.072,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
311242780,311242780.01,2.581,2458626.369,DTARPS 353 in Melton+  arXiv:2302.06724
311389718,311389718.01,7.392,2458810.762,"new CTOI, Montalto (2022)"
311420789,311420789.01,3.757,2458622.902,"new CTOI, Montalto (2022)"
311532610,311532610.01,1.509,2458624.132,"new CTOI, Montalto (2022)"
312091232,312091232.01,4.348,2458515.819,"new CTOI, Montalto et al. (2020)"
312395707,312395707.01,4.19,2458713.59,All data obtained using the lightKurve framework
312480940,312480940.01,0.626,2458815.622,"new CTOI, Montalto (2022)"
312543349,312543349.01,nan,2458810.63,single transit event from the TSTPC working group
312543349,312543349.02,42.848,2458771.608,Found via PHT.
312812518,312812518.01,1.935,2458814.682,"new CTOI, Montalto (2022)"
313143164,313143164.01,1.006,2458815.274,"new CTOI, Montalto (2022)"
313240853,313240853.01,0.849,2458815.374,"new CTOI, Montalto (2022)"
313274771,313274771.01,1.854,2458682.097,"new CTOI, Montalto (2022)"
313301110,313301110.01,2.576,2458815.555,"new CTOI, Montalto (2022)"
314643904,314643904.01,6.85,2458714.16,All info obtained using the LightKurve framework
314829796,314829796.01,1.467,2458325.349,"new CTOI, Montalto et al. (2020)"
316246231,316246231.01,8.575,2458795.982,"new CTOI likely member of King 6, PATHOS-64 in Nardiello et al. (2021)"
316340057,316340057.01,nan,2458662.246,Found with our in-house single transit finder; Sector 13
316852947,316852947.01,1.883,2458327.182,DTARPS 356 in Melton+  arXiv:2302.06724
316854890,316854890.01,2.201,2458323.175,"new CTOI, Montalto (2022)"
317015040,317015040.01,32.158,2459867.783,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
317063048,317063048.01,2.193,2458790.267,"new CTOI, Montalto (2022)"
317451641,317451641.01,1.074,2458816.017,"new CTOI, Montalto (2022)"
317536999,317536999.01,5.856,2458576.007,"new CTOI likely member of Ruprecht 94  , PATHOS-22 in Nardiello et al. (2020)"
317860392,317860392.01,0.459,2458493.37,DTARPS 358 in Melton+  arXiv:2302.06724
318013179,318013179.01,nan,2458484.65,WINE single transit
318146095,318146095.01,3.288,2458489.647,"new CTOI, Montalto (2022)"
318188400,318188400.01,nan,2459212.644,Found with our in-house single transit finder
318692558,318692558.01,1.341,2458326.412,DTARPS 359 in Melton+  arXiv:2302.06724
318753114,318753114.01,nan,2459152.641,Found with our in-house single transit finder; Sector 31
318756174,318756174.01,3.374,2458493.11,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
319558163,319558163.01,8.27,2458360.11,All data obtained using the lightkurve framework
320092265,320092265.01,0.89,2458654.43,All the data are using the LightKurve framework
320261550,320261550.01,nan,2458674.248,single transit event from the TSTPC working group
320687387,320687387.01,nan,2458678.785,single transit event from the TSTPC working group
321075958,321075958.01,0.823,2458841.901,"new CTOI, Montalto (2022)"
321675776,321675776.01,1.034,2458815.36,"new CTOI, Montalto (2022)"
321676854,321676854.01,1.515,2458815.754,"new CTOI, Montalto (2022)"
321914802,321914802.01,13.209,2458728.763,"new CTOI, Montalto (2022)"
323346605,323346605.01,2.518,2458325.474,DTARPS 363 in Melton+  arXiv:2302.06724
323717669,323717669.01,4.238,2458955.853,"new CTOI likely member of RSG 8, PATHOS-65 in Nardiello et al. (2021)"
324609409,324609409.01,nan,2459378.419,PHT candidate. Single transit event.
325685403,325685403.01,11.53,2458441.02,"Camera 2, CCD 4, Column 1752, Row 784, Sector 5"
326092637,326092637.01,4.618,2458382.05,"new CTOI, Montalto et al. (2020)"
326202607,326202607.01,3.663,2458710.984,"new CTOI, Montalto (2022)"
326397318,326397318.01,nan,2458343.489,Found with our in-house single transit finder
326483210,326483210.01,3.813,2458741.329,"new CTOI likely member of FSR 0342, PATHOS-66 in Nardiello et al. (2021)"
327189231,327189231.01,9.592,2458763.101,"new CTOI, Montalto (2022)"
327302178,327302178.01,1.006,2458598.411,DTARPS 367 in Melton+  arXiv:2302.06724
327712163,327712163.01,0.39,2458325.557,DTARPS 368 in Melton+  arXiv:2302.06724
328162246,328162246.01,nan,2459165.252,Found with our in-house single transit finder; Sector 31
328814508,328814508.01,0.593,2458815.71,"new CTOI, Montalto (2022)"
329246888,329246888.01,0.748,2458682.719,"new CTOI, Montalto (2022)"
331644554,331644554.01,0.0,2458757.03,Planet Hunters TESS candidate. Single transit event.
331651143,331651143.01,2.596,2458815.776,"new CTOI, Montalto (2022)"
332258412,332258412.01,7.147,2458794.905,"new CTOI likely member of NGC 457, PATHOS-67 in Nardiello et al. (2021)"
332350266,332350266.01,10.675,2459665.541,Nguyen et al. (2022)
332533059,332533059.01,1.34,2458357.744,DTARPS 370 in Melton+  arXiv:2302.06724
332635898,332635898.01,2.248,2458518.705,DTARPS 371 in Melton+  arXiv:2302.06724
332657786,332657786.01,0.0,2458536.76,PHT candidate. Single transit event.
332954788,332954788.01,0.7,2459144.557,Corrected transit depth of 441.7 (+/-83.6) ppm; USP candidate
333136751,333136751.01,nan,2458778.821,Found with our in-house single transit finder; transit finder output attached under 'Files'
333426440,333426440.01,2.424,2458470.385,DTARPS 373 in Melton+  arXiv:2302.06724
333475564,333475564.01,0.626,2458738.273,"new CTOI, Montalto (2022)"
333641964,333641964.01,0.4,2458437.812,"new CTOI, Montalto (2022)"
333722409,333722409.01,2.526,2458815.499,"new CTOI, Montalto (2022)"
333736132,333736132.01,nan,2459283.545,"newCTOI, Single transit"
333792947,333792947.01,nan,2459605.441,Found with our in-house single transit finder; Sector 47
334901244,334901244.01,21.855,2458982.693,"new CTOI, Montalto (2022)"
334949878,334949878.01,19.478,2458741.393,"new CTOI likely member of Alessi Teutsch 5, PATHOS-68 in Nardiello et al. (2021)"
334990885,334990885.01,3.486,2459007.204,"new CTOI, Montalto (2022)"
335296995,335296995.01,4.209,2459006.921,"new CTOI, Montalto (2022)"
335684494,335684494.01,1.1,2458956.512,"Qual:B,CM,9.5e+06yr. Rp=(0.78-1.16)Rj. b=0.55-0.90 (3-97HDI)."
335916681,335916681.01,9.857,2458674.748,"new CTOI, Montalto (2022)"
336410025,336410025.01,5.208,2458680.48,"new CTOI, Montalto (2022)"
336544379,336544379.01,2.269,2458738.114,"new CTOI, Montalto (2022)"
336892053,336892053.01,nan,2459495.867,"newCTOI, Single transit"
337217173,337217173.01,nan,2459164.352,Single Transit in Sector-31. Transit-like feature in Sector-4 due to asteroid crossing
337835424,337835424.01,3.497,2458735.843,"new CTOI, Montalto (2022)"
339275974,339275974.01,2.21,2458375.139,DTARPS 374 in Melton+  arXiv:2302.06724
339368119,339368119.01,4.8,2458819.62,"Camera 2, CCD 4, Column 1099, Row 2004, Sector 19"
339451334,339451334.01,1.938,2458652.692,"new CTOI, Montalto et al. (2020)"
339533165,339533165.01,3.231,2458815.081,"new CTOI, Montalto (2022)"
340320462,340320462.01,5.107,2458496.769,DTARPS 377 in Melton+  arXiv:2302.06724
341105361,341105361.01,3.036,2458387.847,DTARPS 378 in Melton+  arXiv:2302.06724
341411516,341411516.01,3.109,2458490.402,"new CTOI, Montalto et al. (2020)"
341613529,341613529.01,5.942,2458680.226,"new CTOI, Montalto (2022)"
341631355,341631355.01,13.517,2458682.492,"new CTOI, Montalto (2022)"
341872729,341872729.01,32.606,2458671.915,"new CTOI, Montalto (2022)"
342004815,342004815.01,nan,2459286.573,"newCTOI,Single transit event"
342866210,342866210.01,2.537,2458787.505,"Possibly EB, secondary transit of ~45000 ppm, but too small to be a star."
343320735,343320735.01,12.416,2458962.606,"possibly EB, secondary transit of ~74000 ppm- brown dwarf?"
343834897,343834897.01,2.044,2458327.281,DTARPS 380 in Melton+  arXiv:2302.06724
343933335,343933335.01,4.37,2458471.997,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
343936388,343936388.01,15.135,2458412.408,DTARPS 381 in Melton+  arXiv:2302.06724
344131495,344131495.01,1.406,2458655.307,DTARPS 382 in Melton+  arXiv:2302.06724
344552721,344552721.01,1.952,2458652.953,"new CTOI, Montalto (2022)"
344713453,344713453.01,nan,2459490.965,Found with our in-house single transit finder; Sector 43
345045396,345045396.01,2.312,2458764.15,"new CTOI, Montalto (2022)"
345324572,345324572.01,2.566,2458980.18,"possibly EB, every other dip might be second transit of 30,000 ppm- hard to tell."
345327044,345327044.01,1.15,2458765.53,"Camera 2, CCD 1, Column 1661, Row 61, Sector 17"
345850353,345850353.01,6.261,2459775.652,PHT candidate.
346484654,346484654.01,2.16,2458470.027,DTARPS 383 in Melton+  arXiv:2302.06724
346631343,346631343.01,4.892,2458623.192,"new CTOI, Montalto (2022)"
347044473,347044473.01,4.222,2458813.533,"new CTOI, Montalto (2022)"
347332255,347332255.03,9.114,2459640.159,PHT candidate.
347332255,347332255.04,13.674,2459643.787,PHT candidate. 3:2 resonance.
347427606,347427606.01,2.604,2458789.609,"new CTOI, Montalto (2022)"
347504780,347504780.01,2.799,2458954.285,"new CTOI, Montalto (2022)"
347559998,347559998.01,1.119,2458790.221,"new CTOI, Montalto (2022)"
347702052,347702052.01,4.053,2458981.699,"new CTOI, Montalto (2022)"
347722518,347722518.01,10.237,2458807.372,"new CTOI, Montalto (2022)"
348063710,348063710.01,nan,2459760.749,PHT candidate. Additional transit in Sector 26 FFIs
348608380,348608380.01,16.303,2458806.922,"new CTOI likely member of NGC 884, PATHOS-69 in Nardiello et al. (2021)"
348842168,348842168.01,13.92,2459045.44,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
349118653,349118653.01,0.756,2458492.439,"Cand VHJ in NGC2421 (CG18). Either stellar EB, or contracting planet / BD. Worth checking. (CDIPS; Bouma+19)"
349155660,349155660.01,0.698,2458335.136,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
349309625,349309625.01,1.406,2458324.446,"new CTOI, Montalto (2022)"
349373226,349373226.01,0.608,2458325.137,"new CTOI, Montalto et al. (2020)"
349521688,349521688.01,0.732,2458327.141,DTARPS 384 in Melton+  arXiv:2302.06724
349575563,349575563.01,2.138,2458325.431,DTARPS 385 in Melton+  arXiv:2302.06724
349647697,349647697.01,0.577,2458326.275,sector1
349647697,349647697.02,0.583,2458326.557,sector1
349789882,349789882.01,10.018,2458319.594,"new CTOI, Montalto et al. (2020)"
349793830,349793830.01,nan,2458874.769,Found with our in-house single transit finder; transit finder output attached under 'Files'
349813029,349813029.01,7.738,2459013.599,"Qual:A,CM,7.2e+08yr. Rp=(0.84-2.38)Rj. b=0.00-0.72 (3-97HDI)."
349832804,349832804.01,1.041,2458335.291,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
349904891,349904891.01,5.725,2458324.964,"new CTOI, Montalto (2022)"
350190639,350190639.01,1.864,2458328.245,sector1
350274116,350274116.01,nan,2458343.8,Found with our in-house single transit finder
350274840,350274840.01,1.6,2459037.092,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
350335633,350335633.01,2.389,2458326.926,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
350432166,350432166.01,35.786,2458315.452,"new CTOI, Montalto et al. (2020)"
350517548,350517548.01,nan,2459569.972,Found with our in-house single transit finder; Sector 46
350844139,350844139.01,0.571,2458335.527,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
350930938,350930938.01,2.649,2458335.527,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
351189201,351189201.01,0.695,2458682.983,"new CTOI, Montalto (2022)"
351202190,351202190.01,1.54,2458710.923,"new CTOI, Montalto (2022)"
351599985,351599985.01,1.343,2458983.063,"new CTOI, Montalto (2022)"
351801055,351801055.01,9.583,2458675.728,"new CTOI, Montalto (2022)"
352179145,352179145.01,1.32,2458763.956,"new CTOI, Montalto (2022)"
352298532,352298532.01,3.846,2458763.377,"new CTOI, Montalto (2022)"
352546989,352546989.01,3.829,2458708.555,"new CTOI, Montalto (2022)"
352820295,352820295.01,2.897,2458708.685,"new CTOI, Montalto (2022)"
353077789,353077789.01,1.84,2458812.498,Short scale periodic object. 10 possible transits observed
353838733,353838733.01,1.728,2458814.457,"new CTOI, Montalto (2022)"
353875094,353875094.01,5.423,2458678.815,"new CTOI, Montalto (2022)"
353997059,353997059.01,1.144,2458815.53,"new CTOI, Montalto (2022)"
354400422,354400422.01,1.47,2458790.138,"new CTOI, Montalto (2022)"
354478181,354478181.01,2.638,2458762.631,"new CTOI, Montalto (2022)"
354834460,354834460.01,1.213,2458789.72,"new CTOI, Montalto (2022)"
354834950,354834950.01,10.248,2458787.438,"new CTOI, Montalto (2022)"
354846183,354846183.01,nan,2458044.552,Found with our in-house single transit finder; transit finder output attached under 'Files'; Very large radius
355070187,355070187.01,0.839,2458815.67,"new CTOI, Montalto (2022)"
355828331,355828331.01,5.903,2458681.694,"new CTOI, Montalto (2022)"
355881602,355881602.01,nan,2459302.925,PHT candidate. Single transit event.
355895977,355895977.01,10.579,nan,potential hot sub-Neptune around dwarf star
355957709,355957709.01,6.639,2458977.308,"new CTOI, Montalto (2022)"
356015361,356015361.01,11.272,2458770.45,Found with our in-house transit finder; boxfitting and transit finder output attached under 'Files'
356240333,356240333.01,0.0,2459029.586,Found with our in-house single transit finder; transit finder output attached under 'Files'
356307721,356307721.01,13.001,2458672.244,"new CTOI, Montalto (2022)"
356317860,356317860.01,0.556,2458983.626,"new CTOI, Montalto (2022)"
356338868,356338868.01,6.279,2458683.355,"new CTOI, Montalto (2022)"
356355042,356355042.01,3.064,2458982.643,"new CTOI, Montalto (2022)"
356435413,356435413.01,27.48,2458956.771,"new CTOI, Montalto (2022)"
356451765,356451765.01,3.36,2458546.47,All info obtained using the LightKurve framework
356642879,356642879.01,0.586,2458815.736,"new CTOI, Montalto (2022)"
356683700,356683700.01,14.063,2458673.803,"new CTOI, Montalto (2022)"
356862855,356862855.01,3.145,2458680.757,"new CTOI, Montalto (2022)"
356868485,356868485.01,nan,2459441.776,Found with our in-house single transit finder; Sector 41
356973763,356973763.01,10.025,2458720.5,"new CTOI likely member of NGC 6997, PATHOS-70 in Nardiello et al. (2021)"
357026773,357026773.01,1.486,2458361.055,DTARPS 389 in Melton+  arXiv:2302.06724
357033670,357033670.01,nan,2458783.975,single transit event from the TSTPC working group
357044866,357044866.01,12.048,2458671.441,"new CTOI, Montalto (2022)"
357094314,357094314.01,4.479,2458714.072,"Qual:B,CM,1.4e+09yr,MissingRot?. Wrn: mean(R)=1.013. Rp=(0.78-3.40)Rj. b=0.00-1.00 (3-97HDI)."
357183567,357183567.01,14.767,2458678.932,"new CTOI, Montalto (2022)"
357186082,357186082.01,0.586,2458815.833,"new CTOI, Montalto (2022)"
357338290,357338290.01,6.07,2459825.551,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
357345121,357345121.01,18.597,2458923.5,"new CTOI, Montalto (2022)"
357441943,357441943.01,7.012,2458952.464,"new CTOI, Montalto (2022)"
357674158,357674158.01,2.734,2458790.183,"new CTOI, Montalto (2022)"
357786383,357786383.01,nan,2458760.176,single transit event from the TSTPC working group
357885804,357885804.01,3.575,2458787.236,"new CTOI, Montalto (2022)"
358086041,358086041.01,1.509,2459500.723,Slightly v-shaped
358576949,358576949.01,22.6,2459091.039,newCTOI
358576949,358576949.02,22.6,2459083.306,newCTOI
358658763,358658763.01,nan,2459536.931,Found with our in-house single transit finder; Sector 45
359046756,359046756.01,nan,2458922.522,single transit event from the TSTPC working group
359206901,359206901.01,5.517,2458925.658,"new CTOI, Montalto (2022)"
359338693,359338693.01,1.293,2458791.671,"Qual:B,NotCM?,6.3e+06yr,OffTarget?. Wrn: mean(R)=1.024. Rp=(0.35-1.64)Rj. b=0.05-1.00 (3-97HDI)."
359480209,359480209.01,2.666,2458981.057,"new CTOI, Montalto (2022)"
359632791,359632791.01,4.5,2458679.145,"new CTOI, Montalto (2022)"
359648342,359648342.01,3.95,2458545.214,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
359683436,359683436.01,nan,2458608.957,Found with our in-house single transit finder
359805399,359805399.01,1.438,2458684.174,"Qual:B,NotCM?,5.5e+07yr,OffTarget?. Wrn: mean(R)=1.011. Rp=(0.73-2.22)Rj. b=0.00-0.87 (3-97HDI)."
361983224,361983224.01,nan,2458863.427,Found with our in-house single transit finder; Sector 20
362088809,362088809.01,1.879,2458624.108,"new CTOI, Montalto (2022)"
362104293,362104293.01,nan,2459701.259,Found with our in-house single transit finder; Sector 51; v-shaped
362130877,362130877.01,1.065,2458983.422,"new CTOI, Montalto (2022)"
364538560,364538560.01,1.75,2459037.62,A Search for Exoplanet Candidates in TESS short cadence Lightcurves with Bayesian Detection: Taaki et al. in prep 2022
364964726,364964726.01,2.06,2458683.959,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
365007485,365007485.01,nan,2459554.943,PHT candidate. Additional transits in K2. Possible period ~33.6 d.
365096961,365096961.01,13.352,2458670.061,"new CTOI, Montalto (2022)"
365102760,365102760.01,4.204,2458684.24,hot Neptune candidate around evolved star
365250897,365250897.01,nan,2459146.245,Found with our in-house single transit finder; Sector 31
365463946,365463946.01,nan,2459195.462,Found with our in-house single transit finder; Sector 32
365956062,365956062.01,1.808,2458653.521,"new CTOI, Montalto et al. (2020)"
366074071,366074071.01,4.181,2459884.492,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
366810260,366810260.01,3.718,2458819.353,"Qual:A,CM,1.6e+08yr. Wrn: mean(R)=1.055. Rp=(0.71-9.56)Rj. b=0.18-1.80 (3-97HDI)."
366946329,366946329.01,7.9,2458632.67,"Camera 2, CCD 3, Column 763, Row 637, Sector 12, unclear orbital period"
367084154,367084154.01,3.143,2458839.642,"new CTOI, Montalto (2022)"
367461419,367461419.01,16.76,2458792.91,"All data obtained using the lightkurve framework, possible two planets in the system, or algol type variable"
367520974,367520974.01,2.898,2458815.569,"new CTOI, Montalto (2022)"
367655509,367655509.01,0.572,2458815.774,"new CTOI, Montalto (2022)"
368251043,368251043.01,3.05,2458816.32,"Camera 1, CCD 2, Column 420, Row 569, Sector 19"
368443416,368443416.01,22.393,2458755.963,"new CTOI, Montalto (2022)"
368713985,368713985.01,4.093,2458597.908,"new CTOI, Montalto et al. (2020)"
368803791,368803791.01,15.526,2459715.139,Planet candidates from the XESP working group. Details at: http://xjltp.china-vo.org/xesp.html
369031347,369031347.01,2.475,2459000.697,short-period planet candidate around RGB star
